delaunay_n17 & 10 & 3552.65 & 2103.07 & 3651.16 & 1956.48 & 3819.97 & 1753.49 
delaunay_n17 & 25 & 4901.22 & 2325.90 & 5212.61 & 2855.65 & 5624.14 & 3556.05 
delaunay_n18 & 5 & 5845.83 & 2596.52 & 5908.51 & 3307.14 & 7505.13 & 4615.14 
delaunay_n18 & 10 & 8421.14 & 5731.42 & 7956.01 & 4520.09 & 8187.56 & 5060.68 
delaunay_n18 & 25 & 11155.57 & 7518.80 & 10716.99 & 6386.99 & 12100.95 & 6804.04 
delaunay_n19 & 5 & 11963.20 & 5396.24 & 12420.14 & 7368.91 & 17230.69 & 9387.81 
delaunay_n19 & 10 & 16523.01 & 10376.08 & 16016.71 & 9703.43 & 21696.65 & 12791.58 
delaunay_n19 & 25 & 24890.77 & 16242.78 & 25443.93 & 15552.71 & 24746.98 & 12266.85 
delaunay_n20 & 5 & 24847.52 & 13618.21 & 26479.99 & 13828.81 & 34504.07 & 11553.26 
delaunay_n20 & 10 & 35865.43 & 20184.26 & 40076.38 & 27655.39 & 39259.47 & 12806.08 
delaunay_n20 & 25 & 47206.42 & 29496.76 & 55988.19 & 34258.11 & 50066.57 & 18720.02 
frb30-15-1 & 5 & 71.54 & 29.65 & 83.25 & 42.56 & 163.27 & 142.38 
frb30-15-1 & 10 & 121.37 & 104.33 & 104.31 & 67.82 & 213.11 & 117.80 
frb30-15-1 & 25 & 195.33 & 169.43 & 179.14 & 165.03 & 239.87 & 166.32 
frb30-15-2 & 5 & 104.17 & 218.16 & 79.86 & 38.41 & 166.79 & 85.16 
frb30-15-2 & 10 & 137.23 & 132.50 & 115.44 & 90.90 & 194.44 & 122.04 
frb30-15-2 & 25 & 161.00 & 138.95 & 198.01 & 220.87 & 264.49 & 207.83 
frb30-15-3 & 5 & 79.08 & 42.06 & 73.67 & 27.23 & 150.26 & 63.93 
frb30-15-3 & 10 & 141.74 & 116.13 & 134.76 & 188.88 & 200.22 & 119.33 
frb30-15-3 & 25 & 184.35 & 168.12 & 202.34 & 189.63 & 230.96 & 149.60 
frb30-15-4 & 5 & 68.42 & 24.45 & 88.24 & 137.49 & 155.55 & 67.61 
frb30-15-4 & 10 & 108.99 & 98.15 & 143.77 & 142.15 & 213.02 & 120.50 
frb30-15-4 & 25 & 202.50 & 254.52 & 281.07 & 425.63 & 286.24 & 229.38 
frb30-15-5 & 5 & 138.87 & 56.70 & 162.29 & 69.47 & 156.14 & 61.67 
frb30-15-5 & 10 & 273.82 & 230.87 & 212.57 & 106.85 & 247.77 & 290.47 
frb30-15-5 & 25 & 392.92 & 388.12 & 311.72 & 166.84 & 236.98 & 148.36 
frb35-17-1 & 5 & 365.05 & 294.79 & 365.94 & 183.79 & 420.79 & 151.16 
frb35-17-1 & 10 & 541.27 & 481.25 & 454.93 & 256.07 & 630.54 & 416.47 
frb35-17-1 & 25 & 692.29 & 551.77 & 544.44 & 522.02 & 793.75 & 622.59 
frb35-17-2 & 5 & 372.25 & 272.45 & 418.43 & 442.00 & 470.51 & 197.69 
frb35-17-2 & 10 & 454.60 & 253.44 & 502.83 & 395.24 & 624.16 & 560.94 
frb35-17-2 & 25 & 673.70 & 583.20 & 667.78 & 540.82 & 716.02 & 498.40 
frb35-17-3 & 5 & 339.39 & 171.30 & 356.42 & 292.08 & 445.38 & 176.48 
frb35-17-3 & 10 & 450.19 & 278.29 & 515.65 & 393.61 & 626.72 & 488.66 
frb35-17-3 & 25 & 628.84 & 635.73 & 732.31 & 876.22 & 796.04 & 609.50 
frb35-17-4 & 5 & 340.89 & 173.31 & 394.17 & 332.48 & 449.78 & 195.63 
frb35-17-4 & 10 & 504.78 & 382.02 & 501.28 & 501.49 & 635.16 & 389.64 
frb35-17-4 & 25 & 680.60 & 887.94 & 600.63 & 390.95 & 675.65 & 542.34 
frb35-17-5 & 5 & 586.14 & 425.22 & 606.43 & 444.05 & 422.23 & 127.33 
frb35-17-5 & 10 & 674.60 & 400.12 & 690.46 & 526.17 & 572.00 & 433.28 
frb35-17-5 & 25 & 955.05 & 663.25 & 886.78 & 639.79 & 709.75 & 472.06 
frb40-19-1 & 5 & 908.03 & 1034.21 & 757.15 & 433.00 & 909.46 & 560.28 
frb40-19-1 & 10 & 909.70 & 705.36 & 992.70 & 800.62 & 1139.37 & 846.26 
frb40-19-1 & 25 & 1457.86 & 1217.87 & 1179.24 & 1079.93 & 1473.71 & 1047.19 
frb40-19-2 & 5 & 826.21 & 684.74 & 798.21 & 364.26 & 947.05 & 493.67 
frb40-19-2 & 10 & 1033.22 & 843.71 & 972.57 & 737.27 & 1095.22 & 539.20 
frb40-19-2 & 25 & 1327.76 & 1206.60 & 1271.90 & 963.77 & 1567.82 & 1521.94 
frb40-19-3 & 5 & 771.36 & 437.91 & 685.62 & 302.99 & 894.06 & 447.66 
frb40-19-3 & 10 & 977.70 & 634.23 & 921.00 & 667.25 & 1058.58 & 790.29 
frb40-19-3 & 25 & 1350.90 & 1097.96 & 1374.83 & 1203.09 & 1441.30 & 835.91 
frb40-19-4 & 5 & 898.80 & 324.07 & 1083.00 & 713.02 & 848.46 & 523.49 
frb40-19-4 & 10 & 1310.37 & 829.11 & 1236.65 & 698.32 & 1080.71 & 554.48 
frb40-19-4 & 25 & 1535.09 & 1056.41 & 1512.38 & 825.64 & 1281.61 & 839.29 
frb40-19-5 & 5 & 879.86 & 1110.69 & 794.75 & 766.37 & 959.78 & 654.14 
frb40-19-5 & 10 & 902.55 & 482.88 & 842.04 & 388.63 & 1003.64 & 439.52 
frb40-19-5 & 25 & 1292.70 & 1262.29 & 1429.16 & 1332.40 & 1422.11 & 844.58 
