delaunay_n15 & 5 & 0.51 & 0.00 & 0.52 & 0.00
delaunay_n15 & 10 & 0.51 & 0.00 & 0.52 & 0.00
delaunay_n15 & 25 & 0.51 & 0.00 & 0.52 & 0.00
delaunay_n16 & 5 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n16 & 10 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n16 & 25 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n17 & 5 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n17 & 10 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n17 & 25 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n18 & 5 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n18 & 10 & 0.50 & 0.00 & 0.51 & 0.00
delaunay_n18 & 25 & 0.50 & 0.00 & 0.50 & 0.00
delaunay_n19 & 5 & 0.50 & 0.00 & 0.50 & 0.00
delaunay_n19 & 10 & 0.50 & 0.00 & 0.50 & 0.00
delaunay_n19 & 25 & 0.50 & 0.00 & 0.50 & 0.00
delaunay_n20 & 5 & 0.50 & 0.00 & 0.50 & 0.00
delaunay_n20 & 10 & 0.50 & 0.00 & 0.50 & 0.00
delaunay_n20 & 25 & 0.50 & 0.00 & 0.50 & 0.00
frb30-15-1 & 5 & 0.64 & 0.06 & 0.75 & 0.09
frb30-15-1 & 10 & 0.58 & 0.02 & 0.65 & 0.04
frb30-15-1 & 25 & 0.56 & 0.02 & 0.62 & 0.03
frb30-15-2 & 5 & 0.65 & 0.07 & 0.76 & 0.09
frb30-15-2 & 10 & 0.58 & 0.03 & 0.66 & 0.05
frb30-15-2 & 25 & 0.56 & 0.02 & 0.62 & 0.04
frb30-15-3 & 5 & 0.65 & 0.06 & 0.76 & 0.08
frb30-15-3 & 10 & 0.58 & 0.02 & 0.65 & 0.04
frb30-15-3 & 25 & 0.57 & 0.02 & 0.63 & 0.03
frb30-15-4 & 5 & 0.65 & 0.06 & 0.76 & 0.08
frb30-15-4 & 10 & 0.59 & 0.02 & 0.66 & 0.04
frb30-15-4 & 25 & 0.56 & 0.02 & 0.62 & 0.03
frb30-15-5 & 5 & 0.64 & 0.07 & 0.74 & 0.10
frb30-15-5 & 10 & 0.59 & 0.03 & 0.66 & 0.05
frb30-15-5 & 25 & 0.56 & 0.02 & 0.62 & 0.04
frb35-17-1 & 5 & 0.59 & 0.03 & 0.67 & 0.06
frb35-17-1 & 10 & 0.57 & 0.02 & 0.62 & 0.03
frb35-17-1 & 25 & 0.55 & 0.01 & 0.60 & 0.02
frb35-17-2 & 5 & 0.60 & 0.04 & 0.68 & 0.07
frb35-17-2 & 10 & 0.57 & 0.02 & 0.63 & 0.03
frb35-17-2 & 25 & 0.56 & 0.02 & 0.61 & 0.03
frb35-17-3 & 5 & 0.59 & 0.03 & 0.67 & 0.05
frb35-17-3 & 10 & 0.57 & 0.02 & 0.63 & 0.04
frb35-17-3 & 25 & 0.55 & 0.02 & 0.61 & 0.03
frb35-17-4 & 5 & 0.60 & 0.04 & 0.68 & 0.06
frb35-17-4 & 10 & 0.57 & 0.02 & 0.62 & 0.03
frb35-17-4 & 25 & 0.56 & 0.02 & 0.61 & 0.03
frb35-17-5 & 5 & 0.59 & 0.03 & 0.67 & 0.05
frb35-17-5 & 10 & 0.57 & 0.02 & 0.63 & 0.03
frb35-17-5 & 25 & 0.55 & 0.02 & 0.60 & 0.03
frb40-19-1 & 5 & 0.57 & 0.02 & 0.63 & 0.03
frb40-19-1 & 10 & 0.55 & 0.01 & 0.60 & 0.03
frb40-19-1 & 25 & 0.55 & 0.01 & 0.59 & 0.03
frb40-19-2 & 5 & 0.57 & 0.02 & 0.63 & 0.04
frb40-19-2 & 10 & 0.56 & 0.01 & 0.61 & 0.03
frb40-19-2 & 25 & 0.55 & 0.01 & 0.59 & 0.02
frb40-19-3 & 5 & 0.57 & 0.02 & 0.63 & 0.04
frb40-19-3 & 10 & 0.56 & 0.01 & 0.61 & 0.03
frb40-19-3 & 25 & 0.54 & 0.02 & 0.59 & 0.03
frb40-19-4 & 5 & 0.57 & 0.03 & 0.63 & 0.05
frb40-19-4 & 10 & 0.56 & 0.01 & 0.61 & 0.02
frb40-19-4 & 25 & 0.55 & 0.01 & 0.59 & 0.03
frb40-19-5 & 5 & 0.57 & 0.02 & 0.63 & 0.04
frb40-19-5 & 10 & 0.56 & 0.01 & 0.61 & 0.02
frb40-19-5 & 25 & 0.55 & 0.01 & 0.59 & 0.02
