p2p-Gnutella31 & 25 & 0.55 & 0.00 & 0.74 & 0.01  
delaunay_n10 & 5 & 0.76 & 0.01 & 1.00 & 0.00  
delaunay_n10 & 10 & 0.76 & 0.01 & 1.00 & 0.00  
delaunay_n10 & 25 & 0.80 & 0.01 & 1.00 & 0.00  
delaunay_n11 & 5 & 0.78 & 0.01 & 1.00 & 0.00  
delaunay_n11 & 10 & 0.79 & 0.01 & 1.00 & 0.00  
delaunay_n11 & 25 & 0.80 & 0.01 & 0.98 & 0.00  
delaunay_n12 & 5 & 0.80 & 0.00 & 0.99 & 0.00  
delaunay_n12 & 10 & 0.80 & 0.01 & 0.99 & 0.00  
delaunay_n12 & 25 & 0.76 & 0.01 & 0.95 & 0.01  
delaunay_n13 & 5 & 0.77 & 0.00 & 0.97 & 0.00  
delaunay_n13 & 10 & 0.75 & 0.01 & 0.95 & 0.01  
delaunay_n13 & 25 & 0.70 & 0.01 & 0.89 & 0.01  
delaunay_n14 & 5 & 0.72 & 0.00 & 0.91 & 0.00  
delaunay_n14 & 10 & 0.70 & 0.01 & 0.88 & 0.01  
delaunay_n14 & 25 & 0.65 & 0.00 & 0.81 & 0.01  
delaunay_n15 & 5 & 0.66 & 0.00 & 0.83 & 0.00  
delaunay_n15 & 10 & 0.65 & 0.00 & 0.80 & 0.01  
delaunay_n15 & 25 & 0.61 & 0.00 & 0.74 & 0.01  
delaunay_n16 & 5 & 0.62 & 0.00 & 0.76 & 0.00  
delaunay_n16 & 10 & 0.61 & 0.00 & 0.73 & 0.00  
delaunay_n16 & 25 & 0.58 & 0.00 & 0.68 & 0.01  
delaunay_n17 & 5 & 0.58 & 0.00 & 0.69 & 0.00  
delaunay_n17 & 10 & 0.58 & 0.00 & 0.67 & 0.00  
delaunay_n17 & 25 & 0.56 & 0.00 & 0.63 & 0.00  
delaunay_n18 & 5 & 0.56 & 0.00 & 0.64 & 0.00  
delaunay_n18 & 10 & 0.55 & 0.00 & 0.62 & 0.00  
delaunay_n18 & 25 & 0.54 & 0.00 & 0.60 & 0.00  
delaunay_n19 & 5 & 0.54 & 0.00 & 0.60 & 0.00  
delaunay_n19 & 10 & 0.54 & 0.00 & 0.59 & 0.00  
delaunay_n19 & 25 & 0.53 & 0.00 & 0.57 & 0.00  
delaunay_n20 & 5 & 0.53 & 0.00 & 0.57 & 0.00  
delaunay_n20 & 10 & 0.53 & 0.00 & 0.56 & 0.00  
delaunay_n20 & 25 & 0.52 & 0.00 & 0.55 & 0.00  
frb30-15-1 & 5 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-1 & 10 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-1 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-2 & 5 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-2 & 10 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-2 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-3 & 5 & 0.98 & 0.00 & 1.00 & 0.00  
frb30-15-3 & 10 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-3 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-4 & 5 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-4 & 10 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-4 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-5 & 5 & 0.98 & 0.01 & 1.00 & 0.00  
frb30-15-5 & 10 & 0.98 & 0.00 & 1.00 & 0.00  
frb30-15-5 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb35-17-1 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-1 & 10 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-1 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb35-17-2 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-2 & 10 & 0.98 & 0.01 & 1.00 & 0.00  
frb35-17-2 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb35-17-3 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-3 & 10 & 0.99 & 0.00 & 1.00 & 0.00  
frb35-17-3 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb35-17-4 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-4 & 10 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-4 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb35-17-5 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-5 & 10 & 0.99 & 0.01 & 1.00 & 0.00  
frb35-17-5 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb40-19-1 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb40-19-1 & 10 & 0.99 & 0.00 & 1.00 & 0.00  
frb40-19-1 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb40-19-2 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb40-19-2 & 10 & 0.99 & 0.01 & 1.00 & 0.00  
frb40-19-2 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb40-19-3 & 5 & 0.99 & 0.01 & 1.00 & 0.00  
frb40-19-3 & 10 & 0.99 & 0.01 & 1.00 & 0.00  
frb40-19-3 & 25 & 0.99 & 0.01 & 1.00 & 0.00  
frb40-19-4 & 5 & 0.99 & 0.00 & 1.00 & 0.00  
frb40-19-4 & 10 & 0.99 & 0.00 & 1.00 & 0.00  
frb40-19-4 & 25 & 0.98 & 0.01 & 1.00 & 0.00  
frb40-19-5 & 5 & 0.99 & 0.00 & 1.00 & 0.00  
frb40-19-5 & 10 & 0.99 & 0.00 & 1.00 & 0.00  
frb40-19-5 & 25 & 0.99 & 0.01 & 1.00 & 0.00  
